Store_Key,Store_Name,Channel,Store_Grade,Region_Key,Sub_Channel,Payment_Term,Latitude,Longitude
1180,Market Henson Shaw and Smith,Modern Trade,Class C,5,Mini Market,Credit 15 Days,30.651881,31.627904
1181,Supermarket Wagner and Sons,Modern Trade,Class A,3,Restaurant,Credit 15 Days,30.429335,30.752156
1182,Hypermarket Young-Hunter,Traditional Trade,Class B,21,Restaurant,Credit 15 Days,27.659429,30.104101
1183,Grocery Harris LLC,HORECA,Class B,21,Supermarket,Credit 15 Days,29.463372,30.406827
1184,Grocery Duarte PLC,HORECA,Class B,21,Kiosk,Credit 15 Days,29.809479,29.250515
1185,Grocery Hall LLC,Modern Trade,Class C,5,Wholesale,Cash,27.312226,31.453087
1186,Hypermarket Ball-Serrano,HORECA,Class C,12,Cafeteria,Credit 30 Days,27.785359,32.633688
1187,Supermarket Stevens-Pierce,Modern Trade,Class B,29,Supermarket,Cash,27.014277,30.665364
1188,Market Gonzalez LLC,Modern Trade,Class A,26,Restaurant,Credit 15 Days,27.635307,29.292571
1189,Supermarket Stone Anderson and Miller,HORECA,Class A,28,Restaurant,Credit 15 Days,30.896507,29.780544
1190,Market Murray Alexander and Ashley,Traditional Trade,Class A,4,Kiosk,Credit 15 Days,30.486653,31.386094
1191,Hypermarket Smith-Torres,Modern Trade,Class B,18,Wholesale,Credit 15 Days,29.474903,29.755015
1192,Hypermarket Brown-Estrada,HORECA,Class A,4,Restaurant,Credit 30 Days,29.701906,32.236238
1193,Market Rowe-Mccormick,HORECA,Class B,6,Kiosk,Cash,28.262174,31.151914
1194,Market Brewer Logan and Harris,Modern Trade,Class B,9,Wholesale,Credit 30 Days,27.225771,31.765499
1195,Hypermarket Park Diaz and Kennedy,Modern Trade,Class C,10,Supermarket,Credit 15 Days,31.430628,29.620425
1196,Market Richardson LLC,HORECA,Class B,12,Wholesale,Credit 30 Days,30.248497,29.199889
1197,Supermarket Williams-Duncan,HORECA,Class B,28,Supermarket,Cash,30.500503,30.763796
1198,Supermarket Brown-Nicholson,Traditional Trade,Class B,26,Restaurant,Credit 15 Days,29.160364,31.366164
1199,Supermarket Bradley-Jones,Modern Trade,Class A,22,Supermarket,Cash,28.095332,29.744654
1200,Hypermarket Swanson-Wood,HORECA,Class C,19,Kiosk,Credit 15 Days,31.165138,32.406971
1201,Hypermarket Beck Inc,HORECA,Class A,25,Wholesale,Credit 30 Days,30.148886,32.901592
1202,Supermarket Ross Smith and Olsen,HORECA,Class A,3,Cafeteria,Credit 15 Days,31.182183,32.696588
1203,Hypermarket Cummings Alvarez and Williams,Modern Trade,Class B,27,Kiosk,Credit 15 Days,27.624657,30.783084
1204,Market Jones-Vasquez,Modern Trade,Class B,29,Supermarket,Credit 15 Days,29.57128,29.046492
1205,Grocery Mccarthy-Hill,HORECA,Class B,33,Restaurant,Credit 15 Days,29.697572,32.665155
1206,Hypermarket Matthews-Roberts,Traditional Trade,Class B,14,Restaurant,Credit 15 Days,29.981288,31.790698
1207,Supermarket Wilkerson Taylor and Garcia,Modern Trade,Class A,10,Restaurant,Credit 30 Days,30.185338,32.104146
1208,Hypermarket Jackson Johnson and Larson,HORECA,Class C,32,Mini Market,Credit 30 Days,31.304595,29.149349
1209,Hypermarket Flynn-Williams,HORECA,Class A,7,Wholesale,Credit 30 Days,30.027732,31.04568
1210,Supermarket Barry Inc,Traditional Trade,Class C,20,Mini Market,Credit 15 Days,28.796608,29.04848
1211,Hypermarket Little LLC,HORECA,Class B,16,Cafeteria,Credit 30 Days,30.695673,30.87166
1212,Supermarket Warren-Baker,HORECA,Class A,4,Mini Market,Cash,28.438973,31.474949
1213,Grocery Vincent Walls and Jones,HORECA,Class A,22,Kiosk,Credit 30 Days,28.328401,30.473609
1214,Grocery Ware-Blankenship,Traditional Trade,Class A,20,Mini Market,Cash,27.831336,32.363984
1215,Grocery Hatfield-Miller,Traditional Trade,Class B,3,Wholesale,Credit 15 Days,31.083736,31.114313
1216,Supermarket Diaz-Anderson,Traditional Trade,Class C,2,Wholesale,Credit 15 Days,30.701281,31.116476
1217,Market Castillo and Sons,Traditional Trade,Class B,26,Wholesale,Credit 15 Days,31.365225,29.586672
1218,Market Hardin Farley and Burns,Traditional Trade,Class A,3,Supermarket,Credit 15 Days,30.51801,31.307252
1219,Supermarket Chambers and Sons,HORECA,Class A,11,Mini Market,Credit 15 Days,28.6444,30.135873
1220,Hypermarket Gomez-Clarke,Modern Trade,Class B,31,Mini Market,Cash,27.348141,32.132236
1221,Supermarket Harris Perkins and Daniel,Modern Trade,Class B,10,Mini Market,Cash,31.093301,32.041482
1222,Hypermarket Singleton-Williams,HORECA,Class A,18,Supermarket,Credit 15 Days,28.935024,32.936521
1223,Grocery Carter-Kaiser,Traditional Trade,Class B,26,Cafeteria,Cash,31.077069,32.165536
1224,Grocery Stewart-Smith,Modern Trade,Class B,32,Mini Market,Credit 15 Days,27.242803,30.568752
1225,Hypermarket Roberts Group,HORECA,Class C,3,Mini Market,Credit 15 Days,27.576647,30.957941
1226,Grocery Cooley PLC,Modern Trade,Class B,3,Restaurant,Credit 30 Days,31.335469,30.903732
1227,Market Johnson LLC,Modern Trade,Class A,18,Mini Market,Cash,29.066733,29.181967
1228,Supermarket White Inc,Modern Trade,Class B,31,Restaurant,Cash,28.316183,32.497393
1229,Supermarket Carter-Kim,Traditional Trade,Class A,1,Supermarket,Cash,30.086686,32.265329
1230,Supermarket Ware-Underwood,HORECA,Class C,9,Wholesale,Credit 15 Days,28.139218,29.457376
1231,Market Richmond Mcgee and Cannon,HORECA,Class A,12,Kiosk,Credit 15 Days,29.643732,32.437328
1232,Grocery Barnes-Mcgrath,Modern Trade,Class C,19,Wholesale,Credit 15 Days,30.888467,31.44124
1233,Market Stevenson Finley and Williams,HORECA,Class B,8,Mini Market,Credit 30 Days,30.307383,30.564415
1234,Supermarket Yates Group,Traditional Trade,Class A,25,Mini Market,Cash,30.643642,32.124715
1235,Market Norman Robinson and Novak,Modern Trade,Class B,34,Kiosk,Credit 30 Days,30.837933,31.664782
1236,Hypermarket Fisher-Thompson,Traditional Trade,Class C,3,Wholesale,Credit 15 Days,27.238729,31.358951
1237,Grocery Raymond-Rhodes,Traditional Trade,Class B,10,Kiosk,Cash,27.227225,31.154003
1238,Hypermarket Day PLC,Traditional Trade,Class B,20,Kiosk,Cash,31.082682,31.486162
1239,Grocery Lewis Group,HORECA,Class A,23,Mini Market,Credit 30 Days,30.339325,29.75834
1240,Market Young-Mills,Modern Trade,Class C,20,Restaurant,Credit 30 Days,28.81588,30.290519
1241,Supermarket Alexander-Cordova,Traditional Trade,Class A,12,Supermarket,Credit 15 Days,29.60554,30.361576
1242,Grocery Morales Jenkins and Moore,Modern Trade,Class A,20,Kiosk,Cash,27.52726,29.116686
1243,Market Anderson Carter and Robinson,Traditional Trade,Class B,25,Mini Market,Credit 30 Days,27.605257,31.942382
1244,Supermarket Good Group,HORECA,Class A,11,Restaurant,Cash,27.698293,31.65925
1245,Market Hall Huynh and Lopez,Modern Trade,Class C,22,Supermarket,Credit 30 Days,27.954827,29.169964
1246,Supermarket Richards LLC,HORECA,Class A,9,Supermarket,Credit 15 Days,28.497942,29.43061
1247,Grocery Campbell Palmer and Harrison,Modern Trade,Class A,8,Mini Market,Cash,29.127841,32.945402
1248,Grocery Bailey LLC,Modern Trade,Class C,28,Restaurant,Credit 15 Days,30.46189,30.286343
1249,Supermarket Lewis Ashley and Kidd,HORECA,Class C,15,Restaurant,Cash,27.745096,30.318231
1250,Hypermarket Mcdonald Williams and Moore,Modern Trade,Class C,14,Wholesale,Credit 30 Days,30.765208,29.447908
1251,Market Smith-Lin,Traditional Trade,Class B,30,Restaurant,Cash,27.310493,30.747708
1252,Hypermarket Sherman-Burns,Modern Trade,Class C,29,Restaurant,Credit 30 Days,28.589348,29.997954
1253,Hypermarket Russell and Sons,Modern Trade,Class B,4,Supermarket,Cash,27.301223,31.777696
1254,Supermarket Adams-Robertson,HORECA,Class B,13,Cafeteria,Credit 30 Days,29.44663,31.834781
1255,Market Mitchell LLC,Modern Trade,Class A,14,Restaurant,Cash,28.813222,31.343532
1256,Grocery Perez PLC,Traditional Trade,Class B,7,Restaurant,Cash,29.311091,32.784303
1257,Supermarket Terry Meyer and Sims,Modern Trade,Class B,25,Wholesale,Credit 15 Days,30.304315,30.614807
1258,Hypermarket Peterson-Collins,Modern Trade,Class B,27,Mini Market,Cash,28.191887,31.74072
1259,Market Stevens Garza and Johnson,Traditional Trade,Class A,8,Restaurant,Cash,31.067249,31.066086
1260,Grocery Harvey Young and Henderson,Traditional Trade,Class C,22,Cafeteria,Cash,27.629647,29.502652
1261,Supermarket Kelley Williams and Jenkins,Modern Trade,Class B,30,Wholesale,Credit 30 Days,27.418677,31.28672
1262,Hypermarket Baxter-Peterson,Modern Trade,Class A,5,Cafeteria,Credit 30 Days,29.580083,32.627684
1263,Market Evans Inc,Modern Trade,Class B,5,Mini Market,Credit 30 Days,27.654806,29.428873
1264,Hypermarket Nguyen Gomez and Clarke,Modern Trade,Class C,2,Mini Market,Credit 30 Days,28.620929,32.22804
1265,Supermarket Kelley Grant and Green,Traditional Trade,Class A,18,Supermarket,Credit 15 Days,27.270021,29.091786
1266,Hypermarket Jones-Jackson,Traditional Trade,Class A,18,Cafeteria,Credit 15 Days,27.124705,30.78351
1267,Market Nguyen Nelson and Burns,Traditional Trade,Class A,15,Wholesale,Credit 30 Days,29.363891,31.962717
1268,Supermarket Smith-Mcdaniel,Modern Trade,Class B,1,Supermarket,Cash,29.184275,31.546549
1269,Market Williams-Perez,Traditional Trade,Class A,7,Restaurant,Cash,28.640176,29.114364
1270,Hypermarket Montoya Inc,HORECA,Class A,6,Cafeteria,Credit 15 Days,29.123083,32.763189
1271,Market Sanchez Wilson and Singleton,HORECA,Class B,10,Mini Market,Cash,28.449003,29.266349
1272,Supermarket Villanueva-Wright,Traditional Trade,Class C,1,Mini Market,Credit 15 Days,31.249298,29.886224
1273,Grocery Richard-Olsen,Traditional Trade,Class A,12,Supermarket,Cash,31.03529,32.026759
1274,Supermarket Mcmillan Group,Modern Trade,Class A,35,Restaurant,Credit 30 Days,28.066534,29.221238
1275,Grocery Archer Ltd,HORECA,Class B,4,Cafeteria,Cash,29.051573,31.888038
1276,Grocery Burnett Webb and Lopez,Traditional Trade,Class A,35,Restaurant,Credit 30 Days,30.715935,31.862926
1277,Supermarket Wilson Inc,HORECA,Class A,7,Restaurant,Credit 15 Days,27.429722,30.07632
1278,Grocery Rush Rodriguez and Moore,Modern Trade,Class C,18,Mini Market,Cash,27.704174,30.54186
1279,Grocery Davis Group,Traditional Trade,Class C,1,Supermarket,Credit 15 Days,31.216436,30.03932
1280,Supermarket Sosa Guerrero and Jackson,HORECA,Class B,3,Cafeteria,Cash,28.081627,31.595573
1281,Grocery Griffin-Wise,Traditional Trade,Class A,11,Wholesale,Credit 15 Days,28.48972,32.205427
1282,Hypermarket Russell Nguyen and Mendez,Modern Trade,Class C,1,Supermarket,Credit 15 Days,31.013214,31.506691
1283,Market Anderson Freeman and Simpson,HORECA,Class A,34,Cafeteria,Cash,28.994129,29.321975
1284,Supermarket Collier-Campbell,HORECA,Class C,5,Restaurant,Credit 30 Days,30.16011,30.380274
1285,Supermarket Parker Gallegos and Ramirez,Traditional Trade,Class B,27,Supermarket,Credit 30 Days,29.446456,31.455241
1286,Supermarket Stewart Williams and Sanchez,Modern Trade,Class C,27,Wholesale,Credit 30 Days,28.320323,32.656839
1287,Market Hudson Ltd,Traditional Trade,Class B,5,Cafeteria,Credit 15 Days,31.109682,29.580187
1288,Hypermarket Huff-Phillips,Traditional Trade,Class A,27,Kiosk,Credit 30 Days,30.919167,29.21016
1289,Hypermarket Martinez Hernandez and Jackson,Traditional Trade,Class A,8,Wholesale,Credit 15 Days,29.926035,30.319898
1290,Grocery Williams Inc,Traditional Trade,Class C,25,Kiosk,Cash,29.321094,32.859844
1291,Grocery Patterson-David,Modern Trade,Class C,34,Cafeteria,Credit 30 Days,27.227106,30.333665
1292,Supermarket Smith Walker and Henderson,HORECA,Class C,9,Mini Market,Cash,30.266132,29.341123
1293,Supermarket Brown-Lawson,Modern Trade,Class B,10,Restaurant,Cash,30.245382,31.392503
1294,Supermarket Moore-Hall,Traditional Trade,Class B,18,Cafeteria,Credit 15 Days,30.022499,29.62129
1295,Market Solomon Ltd,Traditional Trade,Class B,15,Kiosk,Credit 30 Days,29.465465,32.987385
1296,Grocery Cruz Best and Dalton,Modern Trade,Class C,34,Wholesale,Credit 30 Days,27.809759,32.036466
1297,Hypermarket Trevino-Washington,HORECA,Class B,28,Kiosk,Cash,28.932333,30.213399
1298,Supermarket Vazquez Ltd,Modern Trade,Class B,3,Cafeteria,Credit 30 Days,29.165011,31.977189
1299,Hypermarket Hester-Cross,Traditional Trade,Class B,1,Restaurant,Credit 30 Days,27.628307,29.865151
1300,Grocery Owens-Owen,Traditional Trade,Class B,1,Restaurant,Cash,31.153359,29.074454
1301,Market Sanchez PLC,Modern Trade,Class A,15,Restaurant,Cash,27.752257,31.961078
1302,Hypermarket Murray Rodriguez and Edwards,HORECA,Class B,11,Kiosk,Credit 15 Days,27.454842,29.120673
1303,Market Nelson-Wilson,Traditional Trade,Class C,3,Restaurant,Credit 30 Days,28.272707,29.663986
1304,Market Glenn Evans and Hart,Traditional Trade,Class C,34,Wholesale,Credit 30 Days,28.943772,29.526268
1305,Supermarket Walsh-Carey,HORECA,Class C,18,Mini Market,Credit 30 Days,31.038476,30.803449
1306,Hypermarket Williamson-Russell,Modern Trade,Class C,24,Restaurant,Credit 30 Days,31.337536,29.557766
1307,Grocery Morris-Hubbard,Traditional Trade,Class A,22,Cafeteria,Cash,31.225221,30.119943
1308,Hypermarket Parsons-Phillips,Modern Trade,Class B,1,Restaurant,Cash,28.112065,29.910836
1309,Market White-Smith,Modern Trade,Class A,20,Restaurant,Cash,29.226644,32.29141
1310,Grocery Harrington LLC,Modern Trade,Class B,21,Supermarket,Credit 15 Days,28.895042,30.008718
1311,Hypermarket Williams-Williams,Modern Trade,Class C,20,Wholesale,Credit 15 Days,29.074634,31.559856
1312,Supermarket Franco Harris and Mitchell,Traditional Trade,Class B,23,Wholesale,Credit 15 Days,27.568253,32.598239
1313,Hypermarket Gross Ltd,Traditional Trade,Class A,6,Cafeteria,Cash,27.274873,31.927115
1314,Hypermarket Martinez Ltd,Traditional Trade,Class C,24,Supermarket,Cash,29.09735,29.349325
1315,Grocery White-Alvarez,Traditional Trade,Class B,7,Wholesale,Credit 15 Days,28.323561,30.725167
1316,Hypermarket Le Inc,Modern Trade,Class A,10,Kiosk,Credit 15 Days,27.571247,30.285853
1317,Supermarket Moreno-Diaz,Modern Trade,Class B,27,Mini Market,Cash,31.158267,31.159405
1318,Grocery Jones Sanchez and Shaffer,HORECA,Class B,2,Kiosk,Cash,29.819587,32.762673
1319,Supermarket Moody-Barton,Modern Trade,Class B,32,Mini Market,Credit 30 Days,27.856172,32.556513
1320,Hypermarket Diaz Sanchez and Moore,Traditional Trade,Class B,28,Cafeteria,Credit 15 Days,28.054855,30.609717
1321,Supermarket Perez Ltd,Modern Trade,Class C,23,Mini Market,Credit 30 Days,28.423687,31.856081
1322,Supermarket Lopez LLC,Traditional Trade,Class C,30,Cafeteria,Cash,29.6843,30.791286
1323,Hypermarket Hunter Inc,Traditional Trade,Class C,35,Mini Market,Credit 15 Days,30.207484,29.276875
1324,Hypermarket Barrett LLC,HORECA,Class A,8,Wholesale,Cash,28.864363,29.218252
1325,Supermarket Lang LLC,HORECA,Class A,25,Supermarket,Credit 30 Days,29.025926,32.754941
1326,Hypermarket Travis Mcdaniel and Perkins,Modern Trade,Class A,25,Cafeteria,Credit 15 Days,30.372516,29.969312
1327,Grocery Armstrong Bell and Burns,Traditional Trade,Class A,20,Restaurant,Cash,31.171038,29.716944
1328,Hypermarket Terry-Johnson,HORECA,Class A,23,Supermarket,Credit 30 Days,28.214798,30.949953
1329,Hypermarket Fox-Williams,Traditional Trade,Class C,2,Restaurant,Credit 30 Days,29.486081,30.781922
1330,Market Bennett Barnes and Robinson,Modern Trade,Class C,24,Cafeteria,Credit 15 Days,27.214837,30.691345
1331,Supermarket Brooks-Rivas,HORECA,Class C,34,Supermarket,Credit 15 Days,27.666415,32.408012
1332,Supermarket Flores-Johnson,Traditional Trade,Class B,9,Kiosk,Cash,30.721992,32.088238
1333,Supermarket Lewis-Jackson,Modern Trade,Class B,24,Wholesale,Credit 30 Days,27.502344,30.950198
1334,Supermarket Lamb-Conrad,Modern Trade,Class B,20,Cafeteria,Credit 15 Days,29.02943,32.227416
1335,Market Smith Stewart and Thomas,Modern Trade,Class A,18,Wholesale,Credit 15 Days,28.992475,31.420699
1336,Grocery Martinez Bailey and Simpson,HORECA,Class B,20,Supermarket,Cash,27.794026,30.013246
1337,Supermarket Thomas Inc,Modern Trade,Class C,29,Restaurant,Cash,27.173002,32.995176
1338,Grocery Long Group,HORECA,Class B,28,Mini Market,Credit 30 Days,31.118008,30.967739
1339,Supermarket Wood Group,Traditional Trade,Class A,4,Kiosk,Credit 30 Days,28.717432,29.18106
1340,Supermarket Peterson and Sons,Modern Trade,Class C,10,Mini Market,Credit 30 Days,28.948126,29.045837
1341,Supermarket Ruiz-Chapman,HORECA,Class A,24,Restaurant,Cash,27.977671,30.523297
1342,Grocery Miller-Sellers,Modern Trade,Class B,5,Wholesale,Credit 30 Days,31.032961,30.067333
1343,Market Green-Mclean,Traditional Trade,Class B,18,Mini Market,Cash,29.679214,29.054733
1344,Market Martin Ltd,Traditional Trade,Class B,27,Wholesale,Credit 15 Days,31.293464,31.951389
1345,Market Moss Stephens and White,HORECA,Class A,3,Wholesale,Credit 15 Days,28.007488,31.119755
1346,Hypermarket Beltran-Lee,Modern Trade,Class B,8,Wholesale,Credit 15 Days,30.572343,32.761643
1347,Market Wilson Kim and Miles,HORECA,Class C,22,Kiosk,Credit 15 Days,27.425571,31.450996
1348,Supermarket Moore Harrell and Phelps,Traditional Trade,Class A,15,Kiosk,Credit 15 Days,28.917967,31.085378
1349,Supermarket Robinson Graham and Harrington,HORECA,Class A,31,Supermarket,Credit 30 Days,27.779971,29.760284
1350,Hypermarket Parker LLC,Modern Trade,Class A,7,Wholesale,Credit 30 Days,27.048436,29.835456
1351,Hypermarket Jordan Foster and Romero,Modern Trade,Class B,14,Supermarket,Credit 15 Days,29.409867,30.589781
1352,Supermarket Duffy Inc,Modern Trade,Class B,35,Cafeteria,Credit 30 Days,29.064947,31.763074
1353,Market Crawford-Michael,Traditional Trade,Class A,12,Wholesale,Credit 15 Days,29.890956,29.775833
1354,Market Chaney PLC,Traditional Trade,Class B,33,Supermarket,Credit 30 Days,28.211072,31.84469
1355,Supermarket Williams-Thomas,Modern Trade,Class C,16,Restaurant,Credit 15 Days,28.125045,29.425792
1356,Grocery Carrillo Rivas and Cunningham,HORECA,Class A,27,Mini Market,Credit 15 Days,27.205285,31.206439
1357,Supermarket Hooper Group,HORECA,Class A,9,Mini Market,Cash,30.251261,32.681999
1358,Grocery Wilson Ltd,Traditional Trade,Class C,33,Wholesale,Cash,30.416411,31.93369
1359,Market Wolf Tran and Lloyd,HORECA,Class A,24,Wholesale,Credit 30 Days,28.103028,32.18148
1360,Supermarket Franklin-Martinez,Traditional Trade,Class B,17,Cafeteria,Credit 30 Days,27.574267,30.410769
1361,Supermarket Parker Ltd,HORECA,Class A,22,Restaurant,Credit 30 Days,30.501346,30.45396
1362,Grocery Boyer LLC,HORECA,Class A,32,Cafeteria,Credit 30 Days,30.771996,29.057794
1363,Market Clark-Moore,Modern Trade,Class A,14,Kiosk,Credit 15 Days,29.126778,30.481753
1364,Market Alvarez-Casey,HORECA,Class A,10,Supermarket,Cash,29.570388,30.989288
1365,Market Alexander Ltd,Traditional Trade,Class C,13,Supermarket,Cash,30.650774,30.512285
1366,Grocery English Ltd,Modern Trade,Class B,16,Mini Market,Credit 15 Days,27.016449,29.854037
1367,Supermarket Bell Griffin and Warner,HORECA,Class B,18,Mini Market,Cash,30.671933,31.550493
1368,Market Taylor-Perkins,HORECA,Class A,7,Supermarket,Credit 30 Days,28.359826,29.257636
1369,Market Miller Inc,Modern Trade,Class C,16,Wholesale,Cash,31.29936,29.015012
1370,Market Escobar Werner and Harvey,HORECA,Class C,27,Wholesale,Credit 30 Days,31.257401,29.416263
1371,Supermarket Schmidt-Gibson,Traditional Trade,Class C,30,Mini Market,Credit 15 Days,28.141153,31.063356
1372,Supermarket Thompson-Hartman,Modern Trade,Class C,19,Restaurant,Credit 30 Days,27.986801,32.170767
1373,Hypermarket Jones Powers and Hernandez,HORECA,Class A,8,Cafeteria,Credit 15 Days,31.271687,30.862242
1374,Supermarket Hawkins-Estrada,Modern Trade,Class C,14,Mini Market,Cash,30.739073,29.203448
1375,Grocery Glenn-Thomas,Traditional Trade,Class A,15,Wholesale,Credit 30 Days,31.47966,32.025289
1376,Hypermarket Marshall Ltd,Modern Trade,Class A,2,Mini Market,Credit 30 Days,28.044849,31.713013
1377,Market Flores Peterson and Shaw,Modern Trade,Class B,31,Supermarket,Cash,30.833791,32.102478
1378,Hypermarket Sharp Cook and Jackson,Modern Trade,Class A,29,Kiosk,Cash,27.437501,30.08238
1379,Market Mcfarland-James,Traditional Trade,Class A,25,Mini Market,Credit 15 Days,28.771349,32.352782
1380,Hypermarket Williams-Arroyo,HORECA,Class B,4,Supermarket,Credit 15 Days,28.808597,31.541029
1381,Hypermarket Anderson Ltd,Traditional Trade,Class B,26,Cafeteria,Cash,29.075683,30.69039
1382,Supermarket Smith Osborn and Blanchard,Traditional Trade,Class C,32,Wholesale,Cash,27.835096,32.969805
1383,Market Higgins-Cooley,HORECA,Class A,28,Supermarket,Cash,29.421109,30.240798
1384,Market Glass and Sons,Traditional Trade,Class A,6,Mini Market,Cash,27.573403,31.971094
1385,Hypermarket Barker Inc,HORECA,Class A,9,Mini Market,Cash,27.923203,32.391019
1386,Supermarket Hernandez-Jones,Traditional Trade,Class B,26,Restaurant,Credit 15 Days,29.502084,30.523741
1387,Hypermarket Stone-Brown,Modern Trade,Class A,3,Restaurant,Credit 30 Days,29.780173,29.956639
1388,Hypermarket Villegas Inc,Modern Trade,Class C,32,Mini Market,Credit 30 Days,28.197216,32.411238
1389,Hypermarket Ochoa Group,Modern Trade,Class C,15,Wholesale,Credit 30 Days,30.670389,32.225446
1390,Market Watts and Sons,Modern Trade,Class C,32,Cafeteria,Cash,28.307213,31.748114
1391,Hypermarket Davis-Clark,HORECA,Class C,19,Restaurant,Cash,29.566182,30.988352
1392,Supermarket Hampton-Logan,HORECA,Class A,28,Mini Market,Cash,27.760613,31.60953
1393,Grocery Mitchell-Rios,Modern Trade,Class B,10,Mini Market,Credit 15 Days,29.097023,29.053179
1394,Grocery Crawford French and Andrade,Traditional Trade,Class A,3,Restaurant,Credit 30 Days,30.064922,31.086104
1395,Supermarket Mccarthy Moore and Ross,Traditional Trade,Class B,10,Restaurant,Cash,29.785868,31.748086
1396,Market Wagner-Jenkins,Traditional Trade,Class C,9,Cafeteria,Cash,27.555643,32.970333
1397,Supermarket Snyder-Payne,Modern Trade,Class A,26,Mini Market,Credit 30 Days,28.706846,32.041466
1398,Market Wright-Ramsey,Traditional Trade,Class B,2,Wholesale,Credit 30 Days,28.481718,32.060429
1399,Supermarket Hansen PLC,Modern Trade,Class A,30,Restaurant,Cash,31.092308,32.890886
1400,Supermarket Trujillo Bond and Pierce,HORECA,Class C,20,Supermarket,Credit 15 Days,28.576163,30.662686
1401,Grocery White Ibarra and Williams,HORECA,Class B,35,Supermarket,Cash,29.111939,29.543055
1402,Supermarket Valencia Group,HORECA,Class A,14,Mini Market,Credit 15 Days,31.198499,31.997381
1403,Grocery Mata-Gill,HORECA,Class A,17,Kiosk,Cash,31.057367,32.334614
1404,Market Wright-Scott,HORECA,Class A,25,Wholesale,Cash,29.039368,29.777388
1405,Supermarket Woods Ltd,HORECA,Class A,3,Wholesale,Cash,29.946544,29.716201
1406,Grocery Freeman and Sons,Traditional Trade,Class A,4,Supermarket,Credit 30 Days,30.365581,32.75963
1407,Market Brown Owens and Hill,Traditional Trade,Class C,12,Supermarket,Credit 15 Days,28.018402,30.554986
1408,Supermarket Frost LLC,Traditional Trade,Class A,27,Wholesale,Cash,27.216106,29.12151
1409,Hypermarket Rodgers-Ramirez,Traditional Trade,Class A,4,Kiosk,Credit 30 Days,29.488169,30.814857
1410,Supermarket Miller Park and Hartman,Modern Trade,Class B,18,Mini Market,Credit 15 Days,28.984414,32.648566
1411,Hypermarket Douglas-Smith,Traditional Trade,Class A,35,Wholesale,Credit 15 Days,29.683048,31.666906
1412,Supermarket Downs-Soto,Traditional Trade,Class C,13,Mini Market,Credit 30 Days,27.783958,30.716644
1413,Market Evans-Austin,HORECA,Class A,2,Supermarket,Cash,27.697795,30.279728
1414,Supermarket Lane Inc,Traditional Trade,Class A,30,Cafeteria,Cash,28.271064,30.148472
1415,Market Green Group,HORECA,Class A,5,Mini Market,Credit 30 Days,27.46103,31.08244
1416,Grocery Castro-Carlson,Modern Trade,Class B,31,Mini Market,Credit 15 Days,31.224222,29.984283
1417,Grocery Olson-Lopez,HORECA,Class B,15,Cafeteria,Cash,30.916953,31.504703
1418,Grocery Smith and Sons,Modern Trade,Class C,17,Wholesale,Cash,29.164246,31.041261
1419,Grocery Buchanan Taylor and Hunter,Traditional Trade,Class B,12,Wholesale,Cash,27.515929,32.020247
1420,Hypermarket Davis Ltd,HORECA,Class C,11,Mini Market,Credit 15 Days,29.33664,30.580408
1421,Hypermarket Martin-Ayala,HORECA,Class B,20,Supermarket,Cash,30.001441,32.008473
1422,Market Clarke-Flores,Modern Trade,Class A,3,Mini Market,Credit 30 Days,29.32179,30.513669
1423,Supermarket Spencer-Brennan,Modern Trade,Class B,32,Mini Market,Credit 30 Days,29.729227,30.447567
1424,Hypermarket Soto LLC,Modern Trade,Class A,11,Wholesale,Credit 15 Days,27.073045,30.581002
1425,Market Collins Inc,Modern Trade,Class C,10,Kiosk,Credit 15 Days,31.22046,29.651924
1426,Grocery Roberts Stevens and Bush,Modern Trade,Class C,7,Kiosk,Credit 15 Days,28.377936,29.858237
1427,Market Mooney PLC,HORECA,Class A,27,Wholesale,Credit 15 Days,28.457247,30.30368
1428,Hypermarket Proctor-Lopez,Traditional Trade,Class B,10,Mini Market,Credit 15 Days,31.210784,30.773701
1429,Market Barry PLC,Modern Trade,Class C,1,Mini Market,Cash,28.665805,31.986559
1430,Grocery Johnson-Dyer,Traditional Trade,Class B,3,Wholesale,Credit 15 Days,28.507634,30.486181
1431,Hypermarket Elliott Hester and Smith,HORECA,Class B,18,Kiosk,Cash,27.880719,32.081825
1432,Supermarket Glover Smith and Lee,Modern Trade,Class B,8,Mini Market,Credit 15 Days,28.132513,30.031811
1433,Hypermarket Short-Wright,Modern Trade,Class C,12,Kiosk,Credit 30 Days,30.948516,31.455028
1434,Supermarket Kelly-Kaiser,HORECA,Class B,20,Restaurant,Credit 30 Days,31.200739,31.196173
1435,Grocery Anderson-Johnson,Traditional Trade,Class C,21,Restaurant,Credit 15 Days,31.468894,31.283476
1436,Supermarket Benson-Greene,HORECA,Class C,11,Mini Market,Cash,30.309755,30.316159
1437,Market Pitts Ltd,HORECA,Class B,3,Supermarket,Credit 15 Days,27.204418,31.899801
1438,Hypermarket Rogers Padilla and Wilson,Traditional Trade,Class B,12,Kiosk,Cash,31.22284,31.909107
1439,Hypermarket Martin and Sons,HORECA,Class B,21,Mini Market,Credit 15 Days,31.246767,31.587206
1440,Market Rodriguez Garcia and Vasquez,Modern Trade,Class B,6,Mini Market,Cash,30.473,29.86409
