Date_Key,Region_Key,Brand_Name,Volume_Share_%,Value_Share_%,Competitor_Price,Availability_Status,Shelf_Space_Share
2024-08-01,33,Shams-Cola,5.94,5.28,15.52,Yes,11.8
2024-08-01,33,Pepsi,12.72,12.05,25.52,Yes,21.7
2024-08-01,33,Coca-Cola,26.11,25.23,10.38,Yes,22.0
2024-08-01,33,Big Cola,5.93,6.01,18.12,Yes,26.1
2024-08-01,33,Spiro Spathis,39.66,42.11,17.22,Yes,13.6
2024-08-01,33,V7,9.57,8.5,15.74,Yes,46.5
2024-08-01,33,Sina Cola,10.77,10.23,12.65,Yes,23.4
2024-08-01,34,Shams-Cola,22.91,23.46,28.23,Yes,33.5
2024-08-01,34,Pepsi,38.45,42.77,29.02,Yes,11.5
2024-08-01,34,Coca-Cola,36.14,36.32,12.18,Yes,14.5
2024-08-01,34,Big Cola,8.17,7.26,25.92,Yes,25.3
2024-08-01,34,Spiro Spathis,24.08,27.06,23.7,Yes,47.6
2024-08-01,34,V7,28.57,28.89,13.48,Yes,46.7
2024-08-01,34,Sina Cola,2.76,2.77,13.6,Yes,32.3
2024-08-01,35,Shams-Cola,22.11,22.57,17.22,Yes,14.3
2024-08-01,35,Pepsi,8.58,9.53,18.47,Yes,25.7
2024-08-01,35,Coca-Cola,28.31,24.74,24.62,Yes,20.6
2024-08-01,35,Big Cola,38.5,35.84,19.98,Yes,48.7
2024-08-01,35,Spiro Spathis,17.0,18.22,28.37,Yes,21.4
2024-08-01,35,V7,33.86,35.07,17.0,Yes,11.6
2024-08-01,35,Sina Cola,16.04,17.78,26.1,Yes,40.3
2024-09-01,1,Shams-Cola,19.64,20.39,10.76,Yes,16.8
2024-09-01,1,Pepsi,26.4,24.93,27.85,Yes,22.1
2024-09-01,1,Coca-Cola,4.86,4.04,13.96,Yes,23.4
2024-09-01,1,Big Cola,31.33,30.64,15.03,Yes,16.6
2024-09-01,1,Spiro Spathis,8.29,9.35,23.98,Yes,35.4
2024-09-01,1,V7,34.16,29.37,13.36,Yes,12.8
2024-09-01,1,Sina Cola,12.07,13.07,10.52,Yes,38.5
2024-09-01,2,Shams-Cola,32.31,35.22,11.27,Yes,29.7
2024-09-01,2,Pepsi,29.91,28.76,19.99,Yes,15.6
2024-09-01,2,Coca-Cola,34.32,29.46,19.05,Yes,43.8
2024-09-01,2,Big Cola,4.64,5.13,15.8,Yes,47.4
2024-09-01,2,Spiro Spathis,36.45,39.06,20.3,Yes,44.0
2024-09-01,2,V7,9.47,7.82,13.17,Yes,46.3
2024-09-01,2,Sina Cola,12.64,11.41,22.79,Yes,31.5
2024-09-01,3,Shams-Cola,7.32,8.62,18.87,Yes,42.1
2024-09-01,3,Pepsi,8.86,10.58,23.45,Yes,43.3
2024-09-01,3,Coca-Cola,24.97,24.92,12.73,Yes,47.9
2024-09-01,3,Big Cola,15.8,18.8,11.97,Yes,19.4
2024-09-01,3,Spiro Spathis,3.39,3.69,11.6,Yes,44.5
2024-09-01,3,V7,3.03,3.09,29.6,Yes,42.2
2024-09-01,3,Sina Cola,19.22,19.05,27.33,Yes,11.9
2024-09-01,4,Shams-Cola,26.73,28.24,13.79,Yes,20.1
2024-09-01,4,Pepsi,6.64,5.43,14.06,No,36.5
2024-09-01,4,Coca-Cola,13.2,15.32,21.28,Yes,17.3
2024-09-01,4,Big Cola,8.6,8.29,23.21,Yes,44.2
2024-09-01,4,Spiro Spathis,16.01,18.18,18.82,No,13.4
2024-09-01,4,V7,34.77,30.85,21.01,Yes,29.8
2024-09-01,4,Sina Cola,19.96,20.32,15.48,Yes,21.8
2024-09-01,5,Shams-Cola,21.58,22.08,17.85,No,21.0
2024-09-01,5,Pepsi,9.91,10.05,27.13,Yes,24.4
2024-09-01,5,Coca-Cola,29.16,28.9,20.04,Yes,35.9
2024-09-01,5,Big Cola,22.83,19.5,24.63,Yes,39.0
2024-09-01,5,Spiro Spathis,19.48,22.27,20.86,Yes,39.7
2024-09-01,5,V7,5.29,4.46,13.25,Yes,12.6
2024-09-01,5,Sina Cola,21.85,17.83,14.13,Yes,27.6
2024-09-01,6,Shams-Cola,19.66,20.82,15.99,Yes,23.9
2024-09-01,6,Pepsi,20.51,17.68,11.53,Yes,9.3
2024-09-01,6,Coca-Cola,28.37,27.65,14.42,Yes,45.9
2024-09-01,6,Big Cola,19.45,17.82,26.33,Yes,31.1
2024-09-01,6,Spiro Spathis,22.71,19.86,10.97,Yes,29.8
2024-09-01,6,V7,22.09,21.02,12.0,Yes,18.3
2024-09-01,6,Sina Cola,20.65,22.62,14.23,Yes,25.2
2024-09-01,7,Shams-Cola,30.51,32.19,14.22,Yes,24.1
2024-09-01,7,Pepsi,32.84,32.06,15.71,Yes,25.6
2024-09-01,7,Coca-Cola,12.69,12.6,24.63,Yes,15.8
2024-09-01,7,Big Cola,13.0,13.36,16.46,Yes,15.2
2024-09-01,7,Spiro Spathis,17.15,16.28,17.59,Yes,16.7
2024-09-01,7,V7,28.02,23.49,23.74,No,46.4
2024-09-01,7,Sina Cola,8.94,7.19,11.75,Yes,35.7
2024-09-01,8,Shams-Cola,5.93,6.11,14.29,Yes,46.9
2024-09-01,8,Pepsi,21.72,25.12,28.79,Yes,31.5
2024-09-01,8,Coca-Cola,4.77,4.02,24.29,Yes,31.2
2024-09-01,8,Big Cola,11.92,10.0,12.03,Yes,44.3
2024-09-01,8,Spiro Spathis,21.95,23.73,22.29,Yes,12.5
2024-09-01,8,V7,30.14,35.5,24.92,Yes,23.1
2024-09-01,8,Sina Cola,21.8,23.03,24.7,Yes,7.1
2024-09-01,9,Shams-Cola,26.68,31.53,27.32,Yes,7.7
2024-09-01,9,Pepsi,24.99,29.35,25.68,Yes,8.1
2024-09-01,9,Coca-Cola,16.38,13.39,26.24,Yes,12.5
2024-09-01,9,Big Cola,23.74,22.73,18.68,No,19.6
2024-09-01,9,Spiro Spathis,37.36,30.55,14.27,Yes,6.1
2024-09-01,9,V7,39.59,33.9,28.15,Yes,36.7
2024-09-01,9,Sina Cola,6.13,5.01,29.07,Yes,42.7
2024-09-01,10,Shams-Cola,7.0,7.9,10.02,Yes,27.5
2024-09-01,10,Pepsi,38.21,41.82,24.04,No,8.4
2024-09-01,10,Coca-Cola,37.29,33.76,20.45,Yes,34.8
2024-09-01,10,Big Cola,38.55,42.88,22.19,Yes,36.5
2024-09-01,10,Spiro Spathis,8.58,9.58,11.43,Yes,29.2
2024-09-01,10,V7,34.78,38.32,14.07,Yes,33.8
2024-09-01,10,Sina Cola,18.75,18.05,22.51,Yes,13.1
2024-09-01,11,Shams-Cola,14.29,13.34,26.33,Yes,6.2
2024-09-01,11,Pepsi,35.23,39.85,14.93,Yes,17.6
2024-09-01,11,Coca-Cola,14.38,13.55,12.6,Yes,48.1
2024-09-01,11,Big Cola,22.05,20.62,28.04,Yes,14.7
2024-09-01,11,Spiro Spathis,23.92,19.28,11.94,Yes,45.1
2024-09-01,11,V7,7.89,7.27,21.71,Yes,48.5
2024-09-01,11,Sina Cola,22.25,25.97,22.48,Yes,34.4
2024-09-01,12,Shams-Cola,22.73,18.39,16.77,Yes,9.7
2024-09-01,12,Pepsi,4.46,4.84,10.93,Yes,45.9
2024-09-01,12,Coca-Cola,37.83,41.72,27.07,Yes,19.8
2024-09-01,12,Big Cola,27.89,22.4,29.1,No,15.1
2024-09-01,12,Spiro Spathis,7.52,8.8,10.74,Yes,37.9
2024-09-01,12,V7,28.67,29.78,26.51,Yes,6.1
2024-09-01,12,Sina Cola,11.38,12.9,25.56,Yes,20.4
2024-09-01,13,Shams-Cola,3.95,4.17,16.67,Yes,17.1
2024-09-01,13,Pepsi,33.12,37.61,21.68,Yes,31.8
2024-09-01,13,Coca-Cola,37.41,43.61,18.33,Yes,12.7
2024-09-01,13,Big Cola,7.12,7.54,29.72,Yes,12.0
2024-09-01,13,Spiro Spathis,26.12,26.08,29.64,Yes,47.2
2024-09-01,13,V7,39.74,46.48,20.42,Yes,10.4
2024-09-01,13,Sina Cola,13.21,11.94,13.26,Yes,14.7
2024-09-01,14,Shams-Cola,19.67,17.69,18.21,Yes,16.9
2024-09-01,14,Pepsi,6.44,6.02,11.74,Yes,29.4
2024-09-01,14,Coca-Cola,37.02,34.85,29.12,Yes,15.3
2024-09-01,14,Big Cola,9.21,9.23,21.7,Yes,29.3
2024-09-01,14,Spiro Spathis,3.19,3.79,19.07,Yes,8.2
2024-09-01,14,V7,21.12,21.36,27.94,Yes,49.8
2024-09-01,14,Sina Cola,15.81,13.24,14.19,Yes,37.0
2024-09-01,15,Shams-Cola,8.94,9.15,28.32,Yes,45.4
2024-09-01,15,Pepsi,15.8,18.55,13.86,Yes,35.4
2024-09-01,15,Coca-Cola,20.41,21.72,13.21,Yes,24.3
2024-09-01,15,Big Cola,2.67,2.37,10.87,Yes,46.7
2024-09-01,15,Spiro Spathis,19.12,16.04,17.14,Yes,7.6
2024-09-01,15,V7,23.53,21.67,22.46,Yes,28.7
2024-09-01,15,Sina Cola,9.2,10.51,14.09,Yes,41.2
2024-09-01,16,Shams-Cola,25.61,27.17,15.88,Yes,49.1
2024-09-01,16,Pepsi,13.8,13.45,15.47,Yes,32.0
2024-09-01,16,Coca-Cola,38.92,36.02,13.26,No,7.1
2024-09-01,16,Big Cola,10.59,11.64,23.57,Yes,35.7
2024-09-01,16,Spiro Spathis,15.34,17.25,11.94,Yes,32.1
2024-09-01,16,V7,19.52,23.42,26.21,No,14.2
2024-09-01,16,Sina Cola,19.74,20.07,28.94,Yes,40.6
2024-09-01,17,Shams-Cola,14.65,17.57,22.96,No,48.9
2024-09-01,17,Pepsi,8.84,10.12,14.52,No,10.0
2024-09-01,17,Coca-Cola,11.75,11.54,26.05,Yes,14.3
2024-09-01,17,Big Cola,22.54,21.04,19.48,Yes,14.6
2024-09-01,17,Spiro Spathis,32.31,33.85,25.13,Yes,36.3
2024-09-01,17,V7,36.7,40.23,22.05,No,18.9
2024-09-01,17,Sina Cola,25.08,22.94,24.37,Yes,10.8
2024-09-01,18,Shams-Cola,34.18,36.79,25.19,Yes,24.2
2024-09-01,18,Pepsi,30.05,24.37,15.32,Yes,11.2
2024-09-01,18,Coca-Cola,21.81,22.86,10.33,Yes,36.1
2024-09-01,18,Big Cola,15.1,15.88,22.34,Yes,8.2
2024-09-01,18,Spiro Spathis,11.97,13.01,17.08,Yes,28.1
2024-09-01,18,V7,14.16,15.51,25.85,Yes,26.7
2024-09-01,18,Sina Cola,10.76,10.79,17.54,Yes,5.3
2024-09-01,19,Shams-Cola,16.36,16.02,19.01,No,42.0
2024-09-01,19,Pepsi,23.77,28.13,20.71,Yes,49.8
2024-09-01,19,Coca-Cola,34.08,35.77,24.58,Yes,8.4
2024-09-01,19,Big Cola,2.13,1.88,17.68,Yes,20.1
2024-09-01,19,Spiro Spathis,11.26,11.23,21.73,Yes,33.7
2024-09-01,19,V7,10.6,9.32,29.4,Yes,45.8
2024-09-01,19,Sina Cola,31.32,28.21,17.83,No,49.2
2024-09-01,20,Shams-Cola,36.21,32.76,15.45,Yes,16.2
2024-09-01,20,Pepsi,19.13,18.41,15.08,Yes,43.0
2024-09-01,20,Coca-Cola,22.16,21.63,16.26,Yes,45.8
2024-09-01,20,Big Cola,26.83,29.54,20.13,Yes,28.8
2024-09-01,20,Spiro Spathis,26.26,23.52,19.1,Yes,13.9
2024-09-01,20,V7,25.45,22.58,29.73,Yes,48.4
2024-09-01,20,Sina Cola,12.55,12.19,23.61,Yes,31.0
2024-09-01,21,Shams-Cola,14.18,15.99,19.55,Yes,22.1
2024-09-01,21,Pepsi,27.94,31.6,19.66,Yes,28.9
2024-09-01,21,Coca-Cola,17.2,18.71,15.87,Yes,18.0
2024-09-01,21,Big Cola,33.56,29.09,16.63,Yes,33.6
2024-09-01,21,Spiro Spathis,38.2,40.88,28.43,Yes,43.8
2024-09-01,21,V7,23.66,21.54,11.43,Yes,7.1
2024-09-01,21,Sina Cola,30.81,33.99,23.66,No,37.6
2024-09-01,22,Shams-Cola,32.69,38.92,25.04,Yes,42.6
2024-09-01,22,Pepsi,16.27,15.6,29.06,Yes,6.9
2024-09-01,22,Coca-Cola,39.54,37.55,18.03,Yes,39.0
2024-09-01,22,Big Cola,32.71,38.93,21.84,Yes,21.0
2024-09-01,22,Spiro Spathis,5.49,6.01,23.26,Yes,36.3
2024-09-01,22,V7,28.64,33.5,28.5,Yes,13.4
2024-09-01,22,Sina Cola,36.59,36.81,25.69,Yes,9.5
2024-09-01,23,Shams-Cola,14.32,12.84,18.77,Yes,22.5
2024-09-01,23,Pepsi,23.39,20.8,16.07,Yes,28.3
2024-09-01,23,Coca-Cola,39.82,34.8,22.22,Yes,20.5
2024-09-01,23,Big Cola,21.8,20.33,15.31,Yes,39.7
2024-09-01,23,Spiro Spathis,34.89,33.86,24.02,Yes,47.7
2024-09-01,23,V7,33.06,29.46,20.85,Yes,19.2
2024-09-01,23,Sina Cola,19.23,16.55,16.77,Yes,44.6
2024-09-01,24,Shams-Cola,9.26,7.77,11.99,Yes,15.4
2024-09-01,24,Pepsi,8.02,6.5,10.66,Yes,46.4
2024-09-01,24,Coca-Cola,7.73,6.6,17.91,Yes,47.6
2024-09-01,24,Big Cola,11.4,11.67,19.14,Yes,32.8
2024-09-01,24,Spiro Spathis,7.81,7.64,15.54,Yes,47.6
2024-09-01,24,V7,21.13,17.17,17.67,Yes,18.6
2024-09-01,24,Sina Cola,11.49,11.34,17.4,Yes,43.6
2024-09-01,25,Shams-Cola,17.94,15.72,27.6,Yes,21.0
2024-09-01,25,Pepsi,35.53,30.55,27.52,Yes,38.1
2024-09-01,25,Coca-Cola,21.85,18.38,16.76,Yes,20.5
2024-09-01,25,Big Cola,10.92,9.87,13.86,Yes,38.8
2024-09-01,25,Spiro Spathis,32.9,29.67,10.67,No,35.3
2024-09-01,25,V7,24.95,29.77,11.07,No,38.9
2024-09-01,25,Sina Cola,37.96,40.67,25.14,Yes,22.4
2024-09-01,26,Shams-Cola,9.75,8.36,14.92,Yes,14.1
2024-09-01,26,Pepsi,30.76,33.88,29.09,Yes,19.5
2024-09-01,26,Coca-Cola,25.16,27.85,24.27,Yes,36.5
2024-09-01,26,Big Cola,4.19,3.36,14.26,Yes,28.3
2024-09-01,26,Spiro Spathis,34.5,27.98,22.37,Yes,6.9
2024-09-01,26,V7,36.35,33.84,11.24,Yes,16.1
2024-09-01,26,Sina Cola,12.79,12.44,17.74,Yes,6.3
2024-09-01,27,Shams-Cola,17.67,21.01,29.46,No,9.4
2024-09-01,27,Pepsi,3.5,3.14,14.43,Yes,8.3
2024-09-01,27,Coca-Cola,23.85,25.47,11.24,Yes,17.9
2024-09-01,27,Big Cola,4.39,3.58,10.45,Yes,35.8
2024-09-01,27,Spiro Spathis,12.93,10.34,23.06,Yes,35.9
2024-09-01,27,V7,7.01,6.68,13.79,No,34.0
2024-09-01,27,Sina Cola,26.51,22.48,25.71,Yes,20.5
2024-09-01,28,Shams-Cola,16.12,17.97,26.55,Yes,25.1
2024-09-01,28,Pepsi,20.91,23.45,24.68,Yes,11.6
2024-09-01,28,Coca-Cola,22.63,19.12,17.49,Yes,12.6
2024-09-01,28,Big Cola,6.34,6.34,22.88,Yes,14.9
2024-09-01,28,Spiro Spathis,22.63,19.4,21.66,Yes,6.8
2024-09-01,28,V7,11.35,10.95,18.61,Yes,42.7
2024-09-01,28,Sina Cola,19.24,19.95,11.43,Yes,39.0
2024-09-01,29,Shams-Cola,8.33,6.82,10.61,Yes,18.8
2024-09-01,29,Pepsi,24.75,25.09,22.24,Yes,41.8
2024-09-01,29,Coca-Cola,14.26,17.01,11.22,Yes,10.1
2024-09-01,29,Big Cola,15.29,15.71,18.8,Yes,23.5
2024-09-01,29,Spiro Spathis,4.21,3.7,13.6,Yes,31.5
2024-09-01,29,V7,23.97,26.65,29.18,Yes,6.0
2024-09-01,29,Sina Cola,16.76,19.32,14.47,Yes,14.4
2024-09-01,30,Shams-Cola,18.06,16.52,22.21,Yes,18.4
2024-09-01,30,Pepsi,8.28,8.8,10.71,Yes,7.4
2024-09-01,30,Coca-Cola,12.44,13.77,15.3,Yes,9.4
2024-09-01,30,Big Cola,18.47,15.68,22.29,Yes,22.2
2024-09-01,30,Spiro Spathis,28.14,30.43,15.37,Yes,29.2
2024-09-01,30,V7,5.33,4.8,24.99,Yes,16.3
2024-09-01,30,Sina Cola,18.6,19.97,13.77,Yes,12.4
2024-09-01,31,Shams-Cola,28.88,23.99,10.79,Yes,27.1
2024-09-01,31,Pepsi,5.29,4.78,15.09,Yes,41.0
2024-09-01,31,Coca-Cola,29.17,24.82,29.32,Yes,12.4
2024-09-01,31,Big Cola,35.4,41.89,28.49,No,24.1
2024-09-01,31,Spiro Spathis,30.39,34.55,13.01,No,49.4
2024-09-01,31,V7,37.62,44.38,18.96,Yes,29.7
2024-09-01,31,Sina Cola,6.36,6.75,12.04,Yes,22.0
2024-09-01,32,Shams-Cola,21.56,23.55,14.64,Yes,14.9
2024-09-01,32,Pepsi,13.21,15.1,27.52,Yes,43.1
2024-09-01,32,Coca-Cola,7.99,6.54,17.65,Yes,45.6
2024-09-01,32,Big Cola,3.97,3.21,25.12,Yes,48.3
2024-09-01,32,Spiro Spathis,10.92,13.04,26.6,Yes,34.3
2024-09-01,32,V7,18.04,18.11,26.02,Yes,35.9
2024-09-01,32,Sina Cola,18.77,22.19,25.93,Yes,31.7
2024-09-01,33,Shams-Cola,28.99,33.77,26.3,Yes,5.6
2024-09-01,33,Pepsi,24.68,23.35,20.92,Yes,35.4
2024-09-01,33,Coca-Cola,22.25,26.06,29.28,Yes,47.7
2024-09-01,33,Big Cola,16.34,13.78,24.7,Yes,39.2
2024-09-01,33,Spiro Spathis,20.64,19.5,21.56,Yes,41.5
2024-09-01,33,V7,29.23,31.08,12.02,Yes,12.7
2024-09-01,33,Sina Cola,24.64,26.48,16.93,No,34.3
2024-09-01,34,Shams-Cola,26.58,28.34,28.15,Yes,5.7
2024-09-01,34,Pepsi,11.8,12.52,17.09,Yes,34.7
2024-09-01,34,Coca-Cola,18.24,15.66,13.04,Yes,30.6
2024-09-01,34,Big Cola,37.36,30.08,21.27,Yes,37.7
2024-09-01,34,Spiro Spathis,17.03,13.96,18.77,Yes,12.0
2024-09-01,34,V7,9.48,10.82,12.33,No,32.2
2024-09-01,34,Sina Cola,39.48,44.88,22.39,No,7.7
2024-09-01,35,Shams-Cola,7.03,8.22,13.24,Yes,41.5
2024-09-01,35,Pepsi,3.8,3.6,13.89,Yes,46.3
2024-09-01,35,Coca-Cola,15.25,14.67,25.15,Yes,26.4
2024-09-01,35,Big Cola,19.71,17.99,10.1,Yes,5.3
2024-09-01,35,Spiro Spathis,29.09,30.87,19.99,Yes,46.3
2024-09-01,35,V7,22.93,22.68,23.55,Yes,33.7
2024-09-01,35,Sina Cola,15.87,14.46,19.28,Yes,27.5
2024-10-01,1,Shams-Cola,12.57,14.35,14.95,Yes,45.9
2024-10-01,1,Pepsi,29.76,30.93,11.9,Yes,37.9
2024-10-01,1,Coca-Cola,38.37,37.65,23.51,Yes,6.2
2024-10-01,1,Big Cola,7.87,8.49,18.42,No,5.0
2024-10-01,1,Spiro Spathis,2.54,2.26,19.82,Yes,15.1
2024-10-01,1,V7,21.65,25.63,23.24,Yes,46.1
2024-10-01,1,Sina Cola,22.84,19.85,13.08,No,45.4
2024-10-01,2,Shams-Cola,10.52,8.62,19.16,Yes,45.6
2024-10-01,2,Pepsi,34.62,33.37,14.16,Yes,33.7
2024-10-01,2,Coca-Cola,31.59,29.68,21.47,No,8.9
2024-10-01,2,Big Cola,25.1,20.98,27.38,Yes,22.3
2024-10-01,2,Spiro Spathis,25.51,28.3,27.38,Yes,20.8
2024-10-01,2,V7,29.73,31.27,24.42,Yes,37.8
2024-10-01,2,Sina Cola,26.13,28.57,11.27,Yes,42.7
2024-10-01,3,Shams-Cola,16.81,19.74,12.72,Yes,7.3
2024-10-01,3,Pepsi,7.03,8.25,12.3,Yes,28.5
2024-10-01,3,Coca-Cola,35.61,32.3,16.79,Yes,45.2
2024-10-01,3,Big Cola,17.5,15.09,17.02,Yes,16.6
2024-10-01,3,Spiro Spathis,31.92,33.77,18.78,Yes,25.8
2024-10-01,3,V7,38.83,35.47,27.01,Yes,14.2
2024-10-01,3,Sina Cola,20.6,23.57,15.79,Yes,49.9
2024-10-01,4,Shams-Cola,31.88,29.18,13.81,Yes,7.2
2024-10-01,4,Pepsi,15.17,14.28,11.78,Yes,19.7
2024-10-01,4,Coca-Cola,17.19,18.11,22.42,Yes,36.5
2024-10-01,4,Big Cola,29.24,27.73,25.74,Yes,17.1
2024-10-01,4,Spiro Spathis,10.35,9.06,14.4,Yes,38.0
2024-10-01,4,V7,9.72,10.03,16.34,Yes,30.6
2024-10-01,4,Sina Cola,27.83,22.64,26.47,Yes,41.7
2024-10-01,5,Shams-Cola,30.25,34.5,12.36,Yes,6.3
2024-10-01,5,Pepsi,29.23,27.48,19.37,No,9.4
2024-10-01,5,Coca-Cola,16.08,17.5,16.59,Yes,24.5
2024-10-01,5,Big Cola,4.38,4.21,20.94,Yes,35.3
2024-10-01,5,Spiro Spathis,8.37,8.15,14.36,Yes,26.2
2024-10-01,5,V7,33.58,31.59,10.8,Yes,35.1
2024-10-01,5,Sina Cola,3.8,4.23,17.4,Yes,38.3
2024-10-01,6,Shams-Cola,2.4,2.78,11.35,No,44.6
2024-10-01,6,Pepsi,36.95,31.2,23.29,Yes,26.2
2024-10-01,6,Coca-Cola,14.1,14.0,24.21,Yes,21.5
2024-10-01,6,Big Cola,26.62,31.86,19.42,No,25.5
2024-10-01,6,Spiro Spathis,16.17,16.92,14.07,Yes,24.6
2024-10-01,6,V7,28.96,27.19,24.83,Yes,35.8
2024-10-01,6,Sina Cola,20.67,23.03,24.52,Yes,36.0
2024-10-01,7,Shams-Cola,3.45,3.71,12.99,Yes,14.5
2024-10-01,7,Pepsi,34.67,41.17,16.47,Yes,40.8
2024-10-01,7,Coca-Cola,16.35,19.36,21.9,Yes,5.2
2024-10-01,7,Big Cola,5.48,5.96,19.2,Yes,13.8
2024-10-01,7,Spiro Spathis,22.66,26.66,27.77,Yes,35.0
2024-10-01,7,V7,30.44,29.67,25.45,Yes,24.0
2024-10-01,7,Sina Cola,5.47,4.8,26.47,Yes,27.4
2024-10-01,8,Shams-Cola,12.29,12.04,12.44,Yes,21.9
2024-10-01,8,Pepsi,11.51,11.65,21.0,Yes,5.9
2024-10-01,8,Coca-Cola,23.7,20.56,10.79,Yes,38.5
2024-10-01,8,Big Cola,6.91,6.85,26.38,Yes,39.8
2024-10-01,8,Spiro Spathis,5.22,4.85,12.29,Yes,12.1
2024-10-01,8,V7,25.42,25.64,14.0,Yes,25.2
2024-10-01,8,Sina Cola,6.89,8.21,11.17,Yes,22.3
2024-10-01,9,Shams-Cola,27.54,26.24,11.17,Yes,25.0
2024-10-01,9,Pepsi,32.66,32.26,20.28,Yes,29.1
2024-10-01,9,Coca-Cola,4.13,4.04,14.31,Yes,17.6
2024-10-01,9,Big Cola,9.5,11.31,14.3,No,9.7
2024-10-01,9,Spiro Spathis,9.38,10.63,13.64,Yes,7.7
2024-10-01,9,V7,29.64,29.25,11.52,Yes,9.2
2024-10-01,9,Sina Cola,7.08,6.54,11.72,Yes,45.6
2024-10-01,10,Shams-Cola,2.35,2.74,25.29,Yes,47.9
2024-10-01,10,Pepsi,31.19,36.01,28.15,Yes,13.8
2024-10-01,10,Coca-Cola,16.88,19.35,26.95,Yes,10.0
2024-10-01,10,Big Cola,4.61,3.74,11.6,Yes,15.4
2024-10-01,10,Spiro Spathis,20.88,23.5,25.97,Yes,6.2
2024-10-01,10,V7,38.28,38.36,11.12,Yes,39.2
2024-10-01,10,Sina Cola,10.52,11.14,10.47,Yes,20.0
2024-10-01,11,Shams-Cola,33.35,32.82,11.18,Yes,11.5
2024-10-01,11,Pepsi,19.37,22.72,23.8,Yes,20.2
2024-10-01,11,Coca-Cola,33.7,37.81,28.9,Yes,22.5
2024-10-01,11,Big Cola,38.1,34.07,10.52,Yes,44.8
2024-10-01,11,Spiro Spathis,33.05,32.73,16.12,No,21.8
2024-10-01,11,V7,5.42,6.43,28.67,Yes,46.9
2024-10-01,11,Sina Cola,19.86,23.04,10.93,Yes,27.2
2024-10-01,12,Shams-Cola,30.52,25.9,28.99,Yes,5.4
2024-10-01,12,Pepsi,14.95,12.79,25.64,Yes,39.7
2024-10-01,12,Coca-Cola,5.24,4.88,19.29,Yes,48.3
2024-10-01,12,Big Cola,29.18,31.85,29.84,Yes,47.1
2024-10-01,12,Spiro Spathis,32.11,36.94,26.94,Yes,11.4
2024-10-01,12,V7,11.28,10.31,17.85,Yes,46.0
2024-10-01,12,Sina Cola,19.13,22.04,23.73,Yes,37.3
2024-10-01,13,Shams-Cola,12.76,13.16,25.22,Yes,27.3
2024-10-01,13,Pepsi,38.48,39.06,24.57,Yes,28.1
2024-10-01,13,Coca-Cola,7.84,7.65,20.84,Yes,34.0
2024-10-01,13,Big Cola,39.8,44.76,13.96,Yes,20.0
2024-10-01,13,Spiro Spathis,33.08,30.2,22.62,Yes,5.8
2024-10-01,13,V7,32.56,26.16,15.26,No,27.8
2024-10-01,13,Sina Cola,19.38,20.31,27.27,Yes,48.4
2024-10-01,14,Shams-Cola,18.08,20.94,24.43,Yes,39.9
2024-10-01,14,Pepsi,33.53,30.58,13.31,Yes,47.8
2024-10-01,14,Coca-Cola,24.72,26.68,18.07,Yes,43.4
2024-10-01,14,Big Cola,33.88,30.16,14.75,Yes,34.4
2024-10-01,14,Spiro Spathis,29.55,25.23,18.4,Yes,39.1
2024-10-01,14,V7,7.33,8.32,10.17,Yes,49.9
2024-10-01,14,Sina Cola,37.43,36.51,11.68,Yes,33.1
2024-10-01,15,Shams-Cola,33.6,30.58,26.59,Yes,12.4
2024-10-01,15,Pepsi,12.59,11.39,17.78,Yes,31.2
2024-10-01,15,Coca-Cola,7.6,7.2,20.97,Yes,25.2
2024-10-01,15,Big Cola,9.36,9.94,24.91,Yes,24.5
2024-10-01,15,Spiro Spathis,14.84,14.3,27.02,Yes,15.9
2024-10-01,15,V7,14.6,15.96,26.59,Yes,37.0
2024-10-01,15,Sina Cola,18.95,18.66,19.1,Yes,21.4
2024-10-01,16,Shams-Cola,24.5,28.38,28.4,Yes,19.2
2024-10-01,16,Pepsi,39.77,35.35,12.2,Yes,17.2
2024-10-01,16,Coca-Cola,37.89,34.75,27.4,Yes,27.5
2024-10-01,16,Big Cola,27.42,30.51,25.33,Yes,11.6
2024-10-01,16,Spiro Spathis,17.31,15.39,20.53,Yes,19.4
2024-10-01,16,V7,19.57,20.94,15.25,Yes,41.2
2024-10-01,16,Sina Cola,31.67,32.97,18.22,Yes,9.7
2024-10-01,17,Shams-Cola,17.09,13.97,25.88,Yes,12.2
2024-10-01,17,Pepsi,33.84,36.38,11.09,Yes,27.3
2024-10-01,17,Coca-Cola,9.96,8.79,26.03,Yes,23.1
2024-10-01,17,Big Cola,29.91,33.4,17.57,Yes,16.9
2024-10-01,17,Spiro Spathis,18.0,18.4,21.15,Yes,44.4
2024-10-01,17,V7,23.49,19.35,23.9,Yes,28.9
2024-10-01,17,Sina Cola,2.57,2.2,25.62,Yes,15.2
2024-10-01,18,Shams-Cola,6.26,6.0,22.17,Yes,13.8
2024-10-01,18,Pepsi,12.45,12.17,18.01,Yes,48.5
2024-10-01,18,Coca-Cola,27.49,30.1,28.11,Yes,18.6
2024-10-01,18,Big Cola,31.88,36.7,17.89,Yes,14.3
2024-10-01,18,Spiro Spathis,16.44,14.13,11.39,Yes,32.5
2024-10-01,18,V7,17.12,17.4,28.94,No,33.8
2024-10-01,18,Sina Cola,36.58,38.87,22.63,No,44.4
